UTILCODE,PLNTCODE,PLNTNAME,CNTYNAME,STATE,PLNTZIP,WATSOURCE,NERC,NAICS,SERVICE AREA,REGULATORY STATUS
16064,50028,Plant 31 Paper Mill,Ouachita,LA,71291,Ouachita River,SERC,32213,Entergy Louisiana Inc,NR
16070,54729,Taylor Draw Hydroelectric Facility,Rio Blanco,CO,81648,White River,WECC,22,Moon Lake Electric Assn Inc,NR
16073,54057,Riverview Energy Systems,Wayne,MI,48192,,MRO,22,Detroit Edison Co,NR
16077,10772,Rio Bravo Rocklin,Placer,CA,95648,Municipality,WECC,22,Pacific Gas & Electric Co,NR
16082,4133,Junction,Pierce,WI,54022,Kinnickinnic River,MRO,22,,RE
16088,56143,Riverside Energy Resource Center,Riverside,CA,92504,municipality,WECC,22,,RE
16088,56144,Springs Generating Station,Riverside,CA,92507,,WECC,22,,RE
16098,54338,Rio Grande Valley Sugar Growers,Hidalgo,TX,78593,Municipality,ERCOT,311,AEP Texas Central Company,NR
16099,50919,Rock Tenn,Lynchburg,VA,24505,Municipality,SERC,32213,Appalachian Power Co,NR
16124,55198,Riverside Generating LLC,Lawrence,KY,41129,Big Sandy Water District,RFC,22,Kentucky Power Co,NR
16175,3608,Robstown,Nueces,TX,78380,Nueces Water District,ERCOT,22,,RE
16179,960,North Ninth Street,Ogle,IL,61068,Municipality,RFC,22,,RE
16179,961,South Main Street,Ogle,IL,61068,Municipality,RFC,22,,RE
16179,7770,1515 S Caron Road,Ogle,IL,61068,Municipality,RFC,22,,RE
16181,2007,Rochester Hydro,Wabasha,MN,55956,Lake Zumbro,MRO,22,,RE
16181,2008,Silver Lake,Olmsted,MN,55903,Zumbro River,MRO,22,,RE
16181,6058,Cascade Creek,Olmsted,MN,55901,NA,MRO,22,,RE
16181,56269,IBM West,Olmsted,MN,55901,,MRO,22,,RE
16183,2638,Rochester 26,Monroe,NY,14604,Genesee River,NPCC,22,,RE
16183,2639,Rochester 2,Monroe,NY,14614,Genesee River,NPCC,22,,RE
16183,2640,Rochester 3,Monroe,NY,14614,,NPCC,22,,RE
16183,2641,Rochester 5,Monroe,NY,14621,Genesee River,NPCC,22,,RE
16183,2642,Rochester 7,Monroe,NY,14612,Lake Ontario,NPCC,22,,RE
16183,2644,Rochester 9,Monroe,NY,14611,,NPCC,22,,RE
16183,2646,Wiscoy 170,Allegany,NY,14735,Wiscoy Creek,NPCC,22,,RE
16183,7784,Allegany Cogen,Allegany,NY,14735,Wiscoy Creek,NPCC,22,,RE
16190,50406,Somerset Plant,Somerset,ME,4976,Kennebec River,NPCC,322122,Central Maine Power Co,NR
16191,50230,Robbins Lumber,Waldo,ME,4973,Surface Water Mill Site,NPCC,321,Central Maine Power Co,NR
16197,55109,Rocky Road Power LLC,Kane,IL,60118,,RFC,22,Commonwealth Edison Co,NR
16198,7474,Upper Sterling,Whiteside,IL,61071,Municipality Wells,RFC,22,,RE
16198,7854,Avenue A Generator Sets,Whiteside,IL,61071,,RFC,22,,RE
16198,7934,Industrial Park,Whiteside,IL,61071,,RFC,22,,RE
16203,54248,Rock Tenn Dallas Mill,Dallas,TX,75203,Municipal,ERCOT,32213,Town of Dallas,NR
16204,55641,Riverside Energy Center,Rock,WI,53511,Wells,MRO,22,Interstate Power and Light Co,NR
16206,1181,Rock Rapids,Lyon,IA,51246,N/A,MRO,22,,RE
16211,1180,Rockford,Floyd,IA,50468,City Water,MRO,22,,RE
16214,55401,Rolling Hills Generating LLC,Vinton,OH,45695,Municipality,RFC,22,Columbus Southern Power Co,NR
16217,2695,Charles P Keller,Nassau,NY,11571,Municipality,NPCC,22,,RE
16233,55749,Hardin Generator Project,Big Horn,MT,59034,Bighorn River,WECC,22,NorthWestern Energy,NR
16238,55835,Rocky Mountain Energy Center,Weld,CO,80643,Waste Water Effluent,WECC,22,Public Service Co of Colorado,NR
16245,55884,Rolling Hills,Berks,PA,19512,,RFC,562212,Metropolitan Edison Co,NR
16285,2010,Roseau,Roseau,MN,56751,N/A,MRO,22,,RE
16294,50396,Dillard Complex,Douglas,OR,97432,South Umpqua River,WECC,321,PacifiCorp,NR
16295,56298,Roseville Energy Park,Placer,CA,95678,Municipality/recycled water,WECC,22,,RE
16380,54820,RTC Properties,Hudson,NJ,7032,Wells,RFC,22,Public Service Elec & Gas Co,NR
16397,50173,Rowan University,Gloucester,NJ,8028,N/A,RFC,611,Atlantic City Electric Co,NR
16427,56103,Rushford Power Plant,Fillmore,MN,55971,,MRO,22,,RE
16440,1319,Russell Downtown,Russell,KS,67665,Municipality,SPP,22,,RE
16440,7930,Russell Energy Center,Russell,KS,67665,Municipality,SPP,22,,RE
16463,1458,Ruston,Lincoln,LA,71270,Municipality,SERC,22,,RE
16498,10519,Milton Hydro,Strafford,NH,3851,Nashua River,NPCC,22,Public Service Co of NH,NR
16502,54253,S&L Cogeneration,Galyaston,TX,77592,Municipality,ERCOT,325,Texas-New Mexico Power Co,NR
16504,50057,Salk Institute,San Diego,CA,92037,Municipality,WECC,561,San Diego Gas & Electric Co,NR
16506,50865,Salinas River Cogeneration,San Ardo,CA,93450,Cooling Municipality,WECC,22,Pacific Gas & Electric Co,NR
16510,55449,Nueces Energy Project,Nueces,TX,78380,,ERCOT,22,American Electric Power Co Inc,NR
16510,55450,Watermill Electric Generating,Ellis,TX,75125,,ERCOT,22,"TXU Energy Trading Co., LP",NR
16518,1320,Sabetha Power Plant,Nemaha,KS,66534,Cooling-Municipality,SPP,22,,RE
16534,430,Camino,El Dorado,CA,95726,Silver Creek,WECC,22,,RE
16534,431,Jaybird,El Dorado,CA,95725,Silver Creek,WECC,22,,RE
16534,432,Loon Lake,El Dorado,CA,95276,Gerle Creek,WECC,22,,RE
16534,433,Robbs Peak,El Dorado,CA,95725,South Fork Rubicon,WECC,22,,RE
16534,435,White Rock/Slab Creek,El Dorado,CA,95709,South Fork American River,WECC,22,,RE
16534,529,Solar,Sacramento,CA,95638,N/A,WECC,22,,RE
16534,531,Camp Far West,Placer,CA,95692,Bear River,WECC,22,,RE
16534,534,Jones Fork,El Dorado,CA,95725,South Fork Silver Creek,WECC,22,,RE
16534,535,McClellan,Sacramento,CA,95652,N/A,WECC,22,,RE
16534,6612,Union Valley,El Dorado,CA,95725,Silver Creek,WECC,22,,RE
16534,7526,Solano Wind,Solano,CA,94512,,WECC,22,,RE
16534,7527,Carson Ice-Gen Project,Sacramento,CA,95758,Sacramento County Water,WECC,22,,RE
16534,7551,SCA Cogen 2,Sacramento,CA,95824,Sacramento City Water,WECC,22,,RE
16534,7552,SPA Cogen 3,Sacramento,CA,95824,Sacramento City Water,WECC,22,,RE
16534,55970,Cosumnes,Sacramento,CA,95638,Unavailable,WECC,22,,RE
16537,3175,Safe Harbor,Lancaster,PA,17516,Susquehanna River,RFC,22,,RE
16544,50041,Norton Powerhouse,Worcester,MA,1606,"Cogen Plan, Not Water Cooled",NPCC,327,National Grid,NR
16546,55766,Kiefer Landfill,Sacramento,CA,95683,,WECC,562212,Sacramento Municipal Util Dist,NR
16548,50952,Saint Francis Hospital,Cook,IL,60202,Municipality,RFC,622,Commonwealth Edison Co,NR
16553,54271,Saguaro Power,Clark,NV,89015,Pioneer Chlor Alkali,WECC,22,Nevada Power Company,NR
16558,56288,Salem Water Plant,Salem,VA,24153,,RFC,2213,,RE
16558,56289,Salem Street Dept,Salem,VA,24153,,RFC,8111,,RE
16558,56519,Salem Electric Department,,VA,24153,,RFC,22,,RE
16560,7400,Salisbury City of,Chariton,MO,65281,N/A,SPP,22,,RE
16572,100,South Consolidated,Maricopa,AZ,85072,South Consolidated Canal,WECC,22,,RE
16572,141,Agua Fria,Maricopa,AZ,85072,Wells,WECC,22,,RE
16572,143,Crosscut,Maricopa,AZ,85072,Crosscut Canal,WECC,22,,RE
16572,145,Horse Mesa,Maricopa,AZ,85072,Salt River,WECC,22,,RE
16572,147,Kyrene,Maricopa,AZ,85072,Western Canal,WECC,22,,RE
16572,148,Mormon Flat,Maricopa,AZ,85072,Salt River,WECC,22,,RE
16572,149,Roosevelt,Maricopa,AZ,85072,Salt River,WECC,22,,RE
16572,150,Stewart Mountain,Maricopa,AZ,85072,Salt River,WECC,22,,RE
16572,4941,Navajo,Coconino,AZ,85072,Lake Powell,WECC,22,,RE
16572,6177,Coronado,Apache,AZ,85072,Wells,WECC,22,,RE
16572,7998,Tri Cities,Maricopa,AZ,85072,,WECC,22,,RE
16572,8068,Santan,Maricopa,AZ,85072,Wells,WECC,22,,RE
16572,55129,Desert Basin,Pinal,AZ,85072,"Cntrl Az Prjct, Waste Water",WECC,22,,RE
16578,54800,Saint Agnes Medical Center,Fresno,CA,93729,,WECC,622,Pacific Gas & Electric Co,NR
16579,10733,Santa Maria Cogen Plant,Santa Barbara,CA,93458,Wells,WECC,22,Pacific Gas & Electric Co,NR
16583,50234,San Antonio Community Hospital,San Bernardino,CA,91786,Municipal,WECC,622,Southern California Edison Co,NR
16604,3609,Leon Creek,Bexar,TX,78211,Wells,ERCOT,22,,RE
16604,3610,Mission Road,Bexar,TX,78210,Wells,ERCOT,22,,RE
16604,3611,O W Sommers,Bexar,TX,78263,San Antonio River,ERCOT,22,,RE
16604,3612,V H Braunig,Bexar,TX,78112,San Antonio River,ERCOT,22,,RE
16604,3613,W B Tuttle,Bexar,TX,78217,Wells,ERCOT,22,,RE
16604,6181,J T Deely,Bexar,TX,78263,San Antonio River,ERCOT,22,,RE
16604,7097,J K Spruce,Bexar,TX,78263,San Antonio River,ERCOT,22,,RE
16604,7512,Arthur Von Rosenberg,Bexar,TX,78112,San Antonio River,ERCOT,22,,RE
16609,309,Silver Gate,San Diego,CA,92113,San Diego Bay,WECC,22,,RE
16609,55985,Palomar Energy,San Diego,CA,92029,Recycled water from POTW,WECC,22,,RE
16609,56232,Miramar,San Diego,CA,92121,N/A,WECC,22,,RE
16612,380,Dion R Holm,Tuolumne,CA,95321,Cherry Reservoir,WECC,22,,RE
16612,381,Moccasin,Tuolumne,CA,95347,Priest Reservoir,WECC,22,,RE
16612,382,R C Kirkwood,Tuolumne,CA,95321,Hetch Hetchy Reservoir,WECC,22,,RE
16612,751,Moccasin Low Head Hydro Project,Tuolumne,CA,95347,Moccasin Reservoir,WECC,22,,RE
16612,56305,San Francisco Electric Reliability Proj.,San Francisco,CA,94158,Municipality,WECC,22,,RE
16612,56306,San Francisco Intl Airport Ct Project,San Francisco,CA,94102,Municipality,WECC,22,,RE
16620,55854,San Joaqunin Valley Energy Center,Fresno,CA,93660,Reclaimed,WECC,22,Pacific Gas & Electric Co,NR
16624,6183,San Miguel,Atascosa,TX,78012,Wells,ERCOT,22,,RE
16625,50061,San Diego State University,San Diego,CA,92182,City Of San Diego,WECC,611,San Diego Gas & Electric Co,NR
16628,1182,Sanborn,O Brien,IA,51248,Municipality,MRO,22,,RE
16630,10718,Karen Avenue Windfarm,Riverside,CA,92258,N/A,WECC,22,Southern California Edison Co,NR
16630,50281,San Gorgonio Farms Wind Energy,Riverside,CA,92258,N/A,WECC,22,Southern California Edison Co,NR
16636,50864,Sargent Canyon Cogeneration,San Ardo,CA,93450,Cooling Municipality,WECC,22,Pacific Gas & Electric Co,NR
16653,50639,Sappi Cloquet Mill,Carlton,MN,55720,Lake Superior,MRO,322122,Minnesota Power Inc,NR
16655,7151,Stony Gorge,Glenn,CA,95939,Stony Gorge Reservoir,WECC,22,,RE
16655,7229,Black Butte,Tehama,CA,95963,Black Butte Lake,WECC,22,,RE
16655,7231,Gianera,Santa Clara,CA,95054,,WECC,22,,RE
16655,7232,Santa Clara Cogen,Santa Clara,CA,95054,Municipal Water,WECC,22,,RE
16655,7338,Grizzly,Plumas,CA,95971,Buck Lake,WECC,22,,RE
16655,56026,Donald Von Raesfeld Power Plant,Santa Clara,CA,95054,City Reclaimed Water,WECC,22,,RE
16657,56080,SJ/SC WPCP,Santa Clara,CA,95134,Bay Area,WECC,22132,Pacific Gas & Electric Co,NR
16667,2300,Sargent,Custer,NE,68874,,MRO,22,,RE
16668,55104,Sabine Cogen,Orange,TX,77631,Sabine River,SERC,22,Entergy Gulf States Inc,NR
16694,54974,Sauder Power Plant,Fulton,OH,43502,Municipal,RFC,22,The Toledo Edison Co,NR
16704,55521,San Gorgonio Windplant,Riverside,CA,92258,,WECC,22,Southern California Edison Co,NR
16713,50147,R E Badger Filtration Plant,San Diego,CA,92067,Municipality,WECC,22,San Diego Gas & Electric Co,NR
16719,50438,S D Warren Muskegon,Muskegon,MI,49443,Muskegon Lake,MRO,322122,Consumers Energy Company,NR
16721,50447,S D Warren Westbrook,Cumberland,ME,4098,Presumpscot River,NPCC,322122,Central Maine Power Co,NR
16723,54970,Schering Cogen Facility,Union,NJ,7083,Wells,RFC,325,Public Service Elec & Gas Co,NR
16729,54574,Saranac Facility,Clinton,NY,12901,Air Cooled,NPCC,22,New York State Elec & Gas Corp,NR
16732,10548,San Jose Cogeneration,Santa Clara,CA,95192,Well Water,WECC,611,Pacific Gas & Electric Co,NR
16764,50492,Gas Utilization Facility,San Diego,CA,92106,Treated Waste Water,WECC,22132,San Diego Gas & Electric Co,NR
16779,10044,Schweitzer Mauduit International,Middlesex,NJ,8884,Farrington and Old Bridge,,322122,GPU Corp,NR
16793,54634,St Nicholas Cogen Project,Schuylkill,PA,17976,Municipality,RFC,22,PPL Electric Utilities Corp,NR
16835,50165,Sea World of Calif 4160 V Cogen System,San Diego,CA,92109,,WECC,713,San Diego Gas & Electric Co,NR
16839,54593,Batavia Power Plant,Genesee,NY,14020,Wells,NPCC,22,Niagara Mohawk Power Corp,NR
16852,601,Seaford,Sussex,DE,19973,Municipality,RFC,22,,RE
16868,622,South Fork Tolt,King,WA,98045,South Fork Tolt River,WECC,22,,RE
16868,6202,Ross,Whatcom,WA,98283,Skagit River,WECC,22,,RE
16868,6430,Cedar Falls,King,WA,98045,Cedar River,WECC,22,,RE
16868,6431,Gorge,Whatcom,WA,98283,Skagit River,WECC,22,,RE
16868,6432,Diablo,Whatcom,WA,98283,Skagit River,WECC,22,,RE
16868,6433,Boundary,Pend Oreille,WA,99153,Pend Oreille River,WECC,22,,RE
16868,9842,Newhalem,Whatcom,WA,98283,Newhalem Creek,WECC,22,,RE
16873,1853,Main Street,Huron,MI,48759,Wells (Closed Radiator System),MRO,22,,RE
16873,7806,Pine Street,Huron,MI,48759,Wells (Closed Water System),MRO,22,,RE
16885,55493,Copper Mountain Power,Clark,NV,89006,,WECC,22,Nevada Power Company,NR
16885,55735,Sempra Michigan,Berrien,MI,49106,Lake Michigan,RFC,22,Indiana Michigan Power Co,NR
16899,50837,Southeast Resource Recovery,Los Angeles,CA,90802,Municipality,WECC,22,Southern California Edison Co,NR
16909,10725,Selkirk Cogen,Albany,NY,12158,Municipality,NPCC,22,Niagara Mohawk Power Corp,NR
16921,56545,City of Seneca,Oconee,SC,29679,,SERC,22,,RE
16929,50290,SEMASS Resource Recovery,Plymouth,MA,2576,Wells,NPCC,22,NSTAR Electric Company,NR
16955,92,Seward,Kenai Peninsula,AK,99664,Municipality,ASCC,22,,RE
16968,54472,Simplot Phosphates,Sweetwater,WY,82901,Municipality,WECC,325311,PacifiCorp,NR
16988,1324,Sharon Spring,Wallace,KS,67758,Municipality,SPP,22,,RE
16990,50091,Sheep Creek Hydro,Stevens,WA,99157,Big Sheep Creek,WECC,22,Avista Corp,NR
16997,10881,Roaring Creek Water Power,Shasta,CA,96065,Roaring Creek,WECC,22,Pacific Gas & Electric Co,NR
17020,54730,Shell Offshore Yellowhammer,Mobile,AL,36523,,SERC,211,Alabama Power Co,NR
17035,7405,Shelbina Power #1,Shelby,MO,63468,,SERC,22,,RE
17035,7406,Shelbina Power #2,Shelby,MO,63468,,SERC,22,,RE
17035,7860,Shelbina Power #3,Shelby,MO,63468,,SERC,22,,RE
17042,55716,Shelby Power I LLC,Shelby,TN,38002,,SERC,22,Tennessee Valley Authority,NR
17043,2943,Shelby Municipal Light Plant,Richland,OH,44875,Municipality,RFC,22,,RE
17043,7828,Shelby South,Richland,OH,44875,,RFC,22,,RE
17052,54330,Westhollow Technology Center,Harris,TX,77082,Wells,ERCOT,561,"CenterPoint Energy Houston Electric, LLC",NR
17058,55579,Llano Estacado Wind Ranch,Carson,TX,79097,,SPP,22,Southwestern Public Service Co,NR
17058,56011,Cabazon Wind Partners,Riverside,CA,56011,none,WECC,22,Southern California Edison Co,NR
17058,56012,Whitewater Hill Wind Partners,Riverside,CA,92258,none,WECC,22,Southern California Edison Co,NR
17058,56111,Brazos Wind Farm,Scurry,TX,79517,none,ERCOT,22,TXU Electric Delivery Company,NR
17058,56495,Mount Storm Wind Project,Grant,WV,26739,,RFC,22,Allegheny Power,NR
17062,54532,Shenango Neville Island Coke Works,Allegheny,PA,15225,Ohio River,RFC,331,Duquesne Light Co,NR
17069,54813,Shepherd Center,Fulton,GA,30309,N/A,SERC,622,Georgia Power Co,NR
17105,50909,Sherman Hospital,Kane,IL,60120,Closed System Loop,RFC,622,Commonwealth Edison Co,NR
17106,2099,Niangua,Camden,MO,65020,Niangua River,SERC,22,,RE
17127,6125,Shrewsbury,Worcester,MA,1545,None,NPCC,22,,RE
17129,55717,Red River Energy Facility,Caddo,LA,71135,Gray Water City Sewage Plant,SPP,22,Central Louisiana Electric Co,NR
17139,50304,Shell Deer Park,Harris,TX,77536,Trinity River,ERCOT,324,"CenterPoint Energy Houston Electric, LLC",NR
17141,1184,Sibley One,Osceola,IA,51249,Municipality,MRO,22,,RE
17141,7060,Sibley No Two,Osceola,IA,51249,Municipality,MRO,22,,RE
17145,50067,Borger Plant,Hutchinson,TX,79007,Municipality,SPP,325188,Southwestern Public Service Co,NR
17149,2302,Sidney,Cheyenne,NE,69162,Municipal Wells,MRO,22,,RE
17150,50987,Rock Creek I,Twin Falls,ID,83301,Rock Creek,WECC,22,Idaho Power Co,NR
17164,10144,Sierra Pacific Lincoln Facility,Placer,CA,95648,Well,WECC,321,Pacific Gas & Electric Co,NR
17164,50110,Sierra Pacific Burney Facility,Shasta,CA,96013,Well,WECC,321,Pacific Gas & Electric Co,NR
17164,50111,Sierra Pacific Loyalton Facility,Sierra,CA,96118,Well,WECC,22,Sierra Pacific Power Co,NR
17164,50112,Sierra Pacific Quincy Facility,Plumas,CA,95971,Well,WECC,321,Pacific Gas & Electric Co,NR
17164,50113,Sierra Pacific Susanville,Lassen,CA,96130,Well,WECC,321,Lassen Municipal Utility District,NR
17164,54517,Sierra Pacific Sonora,Tuolomne,CA,95370,Municipality,WECC,321,Pacific Gas & Electric Co,NR
17164,55049,Sierra Pacific Anderson Facility,Shasta,CA,96007,Well,WECC,321,Pacific Gas & Electric Co,NR
17164,55882,Sierra Pacific Aberdeen,Grays Harbor,WA,98520,Municipality,WECC,321,PUD No 1 of Grays Harbor Cnty,NR
17164,56281,SPI - Everett,Snohomish,WA,98206,,WECC,321,Snohomish County PUD No 1,NR
17164,56406,Sierra Pacific Burlington Facility,Skagit,WA,98273,Well,WECC,321,Puget Sound Energy Inc,RE
17166,2330,Fort Churchill,Lyon,NV,89447,Wells,WECC,22,,RE
17166,2336,Tracy,Storey,NV,89434,Wells,WECC,22,,RE
17166,6509,Battle Mountain,Lander,NV,89820,N/A,WECC,22,,RE
17166,6510,Brunswick,Carson City,NV,89701,N/A,WECC,22,,RE
17166,6511,Fallon,Churchill,NV,89406,,WECC,22,,RE
17166,6512,Farad,Nevada,CA,96111,Truckee River,WECC,22,,RE
17166,6513,Fleish,Washoe,NV,89439,Truckee River,WECC,22,,RE
17166,6514,Gabbs,Nye,NV,89409,N/A,WECC,22,,RE
17166,6518,Kings Beach,Placer,CA,95719,N/A,WECC,22,,RE
17166,6524,Portola,Plumas,CA,96122,N/A,WECC,22,,RE
17166,6530,Valley Road,Washoe,NV,89512,N/A,WECC,22,,RE
17166,6531,Verdi,Washoe,NV,89439,Truckee River,WECC,22,,RE
17166,6532,Washoe,Washoe,NV,89439,Truckee River,WECC,22,,RE
17166,6533,Winnemucca,Humboldt,NV,89445,N/A,WECC,22,,RE
17166,8224,North Valmy,Humboldt,NV,89438,Wells,WECC,22,,RE
17177,2158,Coleman,Scott,MO,63801,N/A,SERC,22,,RE
17177,6768,Sikeston Power Station,Scott,MO,63801,Wells,SERC,22,,RE
17191,50274,Simplot Leasing Don Plant,Power,ID,83204,Well Water,WECC,325311,Idaho Power Co,NR
17202,55832,Waterville Facility,Waseca,MN,56093,Well,MRO,22,"CenterPoint Energy Houston Electric, LLC",NR
17207,10552,Lowe Paper Simkins Industries,Bergen,NJ,7657,United Water of New Jersey,NPCC,322,Public Service Elec & Gas Co,NR
17219,50301,Humboldt Pulp Mill,Humboldt,CA,95501,Well Water,WECC,322,Pacific Gas & Electric Co,NR
17235,3109,Hamilton,Adams,PA,17325,,RFC,22,Metropolitan Edison Co,NR
17235,3110,Hunterstown,Adams,PA,17325,,RFC,22,Metropolitan Edison Co,NR
17235,3111,Mountain,Cumberland,PA,17065,,RFC,22,Metropolitan Edison Co,NR
17235,3112,Ortanna,Adams,PA,17353,,RFC,22,Metropolitan Edison Co,NR
17235,3113,Portland,Northampton,PA,18351,Delaware River,RFC,22,Metropolitan Edison Co,NR
17235,3114,Shawnee,Monroe,PA,18324,,RFC,22,Metropolitan Edison Co,NR
17235,3115,Titus,Berks,PA,19506,Schuylkill River,RFC,22,Metropolitan Edison Co,NR
17235,3116,Tolna,York,PA,17363,,RFC,22,Metropolitan Edison Co,NR
17235,3120,Blossburg,Tioga,PA,16912,,RFC,22,Pennsylvania Electric Co,NR
17235,3131,Shawville,Clearfield,PA,16873,Sudwurhsnns River- West Branch,RFC,22,Pennsylvania Electric Co,NR
17235,3132,Warren,Warren,PA,16365,Allegheny River,RFC,22,Pennsylvania Electric Co,NR
17235,3134,Wayne,Crawford,PA,16314,,RFC,22,Pennsylvania Electric Co,NR
17254,54547,Sithe Independence Station,Oswego,NY,13126,Municipality,NPCC,22,National Grid,NR
17256,1585,Exelon Edgar LLC,Sulfolk,MA,2191,NA,NPCC,22,Boston Edison Co,NR
17256,1586,Exelon Framingham LLC,Norfolk,MA,1701,NA,NPCC,22,Boston Edison Co,NR
17256,1587,Exelon L Street,Suffolk,MA,2127,NA,NPCC,22,Boston Edison Co,NR
17256,1589,New Boston Generating Station,Suffolk,MA,2127,Boston Harbor,NPCC,22,Boston Edison Co,NR
17256,1592,Exelon Medway LLC,Nolfork,MA,2053,NA,NPCC,22,Boston Edison Co,NR
17259,50140,Resurrection Hospital,Cook,IL,60631,N/A,,622,Commonwealth Edison Co,NR
17271,93,Blue Lake,Sitka,AK,99835,Blue Lake,ASCC,22,,RE
17271,313,Green Lake,Sitka,AK,99835,Green Lake,ASCC,22,,RE
17271,6801,Jarvis Street,Sitka,AK,99835,Municipality,ASCC,22,,RE
17283,54782,Seneca Energy,Seneca,NY,13165,town water,NPCC,22,New York State Elec & Gas Corp,NR
17283,56250,Ontario LFGTE,Ontario,NY,14561,City Water,NPCC,22,New York State Elec & Gas Corp,NR
17288,50536,Sky River Partnership,Kern,CA,93561,,WECC,22,Southern California Edison Co,NR
17320,2011,Sleepy Eye,Brown,MN,56085,Closed Radiator,MRO,22,,RE
17321,50961,Slate Creek,Shasta,CA,96051,Slate Creek,WECC,22,PacifiCorp,NR
17329,50893,Allegheny Hydro Partners Ltd,Armstrong,PA,15682,Allegheny River,RFC,22,West Penn Power Co,NR
17329,50894,Allegheny No 6 Hydro Partners,Armstrong,PA,16226,Allegheny River,RFC,22,West Penn Power Co,NR
17329,50897,Allegheny Hydro No 8 LP,Armstrong,PA,16210,Allegheny River,RFC,22,West Penn Power Co,NR
17329,50898,Allegheny Hydro No 9 LP,Armstrong,PA,16218,Allegheny River,RFC,22,Central Electric Coop Inc,NR
17329,50899,Montrose Partners,Montrose,CO,81401,Uncompahgre River,WECC,22,"Tri-State G & T Assn, Inc",NR
17330,50359,Sloss Industries Corp,Jefferson,AL,35207,Lake Purdy,SERC,325,Alabama Power Co,NR
17345,55000,Small Hydro of Texas,De Witt,TX,77954,Guadalupe River,ERCOT,22,AEP Texas Central Company,NR
17355,50558,PowerSmith Cogeneration Project,Oklahoma,OK,73128,Municipal,SPP,22,Oklahoma Gas & Electric Co,NR
17412,55752,Sonoma Central Landfill Phase I,Sonoma,CA,94952,Closed System/Radiator,WECC,22,Pacific Gas & Electric Co,NR
17412,55753,Sonoma Central Landfill Phase II,Sonoma,CA,94952,Closed System/Radiator,WECC,22,Pacific Gas & Electric Co,NR
17412,55880,Sonoma Central Landfill Phase III,Sonoma,CA,94952,Closed System/Radiator,WECC,22,Pacific Gas & Electric Co,NR
17423,52174,Soda Lake Geothermal No I II,Churchill,NV,89406,Wells,WECC,22,Sierra Pacific Power Co,NR
17427,50814,Stone Container Missoula Mill,Missoula,MT,59806,Wells,WECC,322122,TXU Electric Delivery Company,NR
17445,50071,North County Regional Resource,Palm Beach,FL,33412,Wells,FRCC,22,Florida Power & Light Company,NR
17449,54823,Smithfield Packing,Bladen,NC,28392,Wells,SERC,311,Four County Elec Member Corp,NR
17460,50136,South Oaks Hospital,Suffolk,NY,11701,Suffolk County Water Auth,NPCC,622,Long Island Power Authority,NR
17465,10017,West Point Mill,King William,VA,23181,Wells,SERC,322,Virginia Electric & Power Co,NR
17470,7588,H M Jackson,Snohomish,WA,98294,Sultan River,WECC,22,,RE
